api_name,api_type,specs,version_added
HTMLTextAreaElement.rows,Property,HTML5,12
HTMLTextAreaElement.selectionEnd,Property,HTML5,12
HTMLTextAreaElement.selectionStart,Property,HTML5,12
HTMLTextAreaElement.status,Property,HTML5,12
HTMLTextAreaElement.type,Property,HTML5,12
HTMLTextAreaElement.validationMessage,Property,HTML5,12
HTMLTextAreaElement.validity,Property,HTML5,12
HTMLTextAreaElement.value,Property,HTML5,12
HTMLTextAreaElement.willValidate,Property,HTML5,12
HTMLTextAreaElement.wrap,Property,HTML5,12
HTMLTextAreaElement,Interface,HTML5,12
HTMLTextAreaElement,Interface,HTML5,12
HTMLTitleElement.text,Property,HTML5,12
HTMLTitleElement,Interface,HTML5,12
HTMLTitleElement,Interface,HTML5,12
HTMLTrackElement.cuechange,Event,HTML5,12
HTMLTrackElement.default,Property,HTML5,12
HTMLTrackElement.kind,Property,HTML5,12
HTMLTrackElement.label,Property,HTML5,12
HTMLTrackElement.readyState,Property,HTML5,12
HTMLTrackElement.srclang,Property,HTML5,12
HTMLTrackElement.src,Property,HTML5,12
HTMLTrackElement.track,Property,HTML5,12
HTMLTrackElement,Interface,HTML5,12
HTMLTrackElement,Interface,HTML5,12
HTMLUListElement.compact,Property,HTML5,12
HTMLUListElement.type,Property,HTML5,12
HTMLUListElement,Interface,HTML5,12
HTMLUListElement,Interface,HTML5,12
HTMLUnknownElement.isindex,element,HTML5,12
HTMLUnknownElement.nextid,element,HTML5,12
HTMLUnknownElement,Interface,HTML5,12
HTMLVideoElement.MSVideoFormatChanged,Event,HTML5,12
HTMLVideoElement.MSVideoFrameStepCompleted,Event,HTML5,12
HTMLVideoElement.MSVideoOptimalLayoutChanged,Event,HTML5,12
HTMLVideoElement.resize,Event,HTML5,12
HTMLVideoElement.getVideoPlaybackQuality,Method,HTML5,12
HTMLVideoElement.msFrameStep,Method,HTML5,12
HTMLVideoElement.msInsertVideoEffect,Method,HTML5,12
HTMLVideoElement.msSetVideoRectangle,Method,HTML5,12
HTMLVideoElement.webkitEnterFullScreen,Method,HTML5,12
HTMLVideoElement.webkitEnterFullscreen,Method,HTML5,12
HTMLVideoElement.webkitExitFullScreen,Method,HTML5,12
HTMLVideoElement.webkitExitFullscreen,Method,HTML5,12
HTMLVideoElement.height,Property,HTML5,12
HTMLVideoElement.msHorizontalMirror,Property,HTML5,12
HTMLVideoElement.msIsLayoutOptimalForPlayback,Property,HTML5,12
HTMLVideoElement.msIsStereo3D,Property,HTML5,12
HTMLVideoElement.msStereo3DPackingMode,Property,HTML5,12
HTMLVideoElement.msStereo3DRenderMode,Property,HTML5,12
HTMLVideoElement.msZoom,Property,HTML5,12
HTMLVideoElement.onMSVideoFormatChanged,Property,HTML5,12
HTMLVideoElement.onMSVideoFrameStepCompleted,Property,HTML5,12
HTMLVideoElement.onMSVideoOptimalLayoutChanged,Property,HTML5,12
HTMLVideoElement.poster,Property,HTML5,12
HTMLVideoElement.videoHeight,Property,HTML5,12
HTMLVideoElement.videoWidth,Property,HTML5,12
HTMLVideoElement.webkitDisplayingFullscreen,Property,HTML5,12
HTMLVideoElement.webkitSupportsFullscreen,Property,HTML5,12
HTMLVideoElement.width,Property,HTML5,12
HTMLVideoElement,Interface,HTML5,12
HTMLVideoElement,Interface,HTML5,12
HashChangeEvent.newURL,Property,HTML5,12
HashChangeEvent.oldURL,Property,HTML5,12
HashChangeEvent,Interface,HTML5,12
History.back,Method,HTML5,12
History.forward,Method,HTML5,12
History.go,Method,HTML5,12
History.pushState,Method,HTML5,12
History.replaceState,Method,HTML5,12
History.length,Property,HTML5,12
History.state,Property,HTML5,12
History,Interface,HTML5,12
Location.assign,Method,HTML5,12
Location.reload,Method,HTML5,12
Location.replace,Method,HTML5,12
Location.toString,Method,HTML5,12
Location.hash,Property,HTML5,12
Location.hostname,Property,HTML5,12
Location.host,Property,HTML5,12
Location.href,Property,HTML5,12
Location.origin,Property,HTML5,12
Location.pathname,Property,HTML5,12
Location.port,Property,HTML5,12
Location.protocol,Property,HTML5,12
Location.search,Property,HTML5,12
Location,Interface,HTML5,12
MediaError.code,Property,HTML5,12
MediaError.msExtendedCode,Property,HTML5,12
MediaError,Interface,HTML5,12
MimeType.description,Property,HTML5,12
MimeType.enabledPlugin,Property,HTML5,12
MimeType.suffixes,Property,HTML5,12
MimeType.type,Property,HTML5,12
MimeTypeArray.item,Method,HTML5,12
MimeTypeArray.namedItem,Method,HTML5,12
MimeTypeArray.length,Property,HTML5,12
MimeTypeArray,Interface,HTML5,12
MimeType,Interface,HTML5,12
Navigator.getGamepads,Method,HTML5,12
Navigator.javaEnabled,Method,HTML5,12
Navigator.msLaunchUri,Method,HTML5,12
Navigator.appCodeName,Property,HTML5,12
Navigator.appMinorVersion,Property,HTML5,12
Navigator.browserLanguage,Property,HTML5,12
Navigator.connectionSpeed,Property,HTML5,12
Navigator.cookieEnabled,Property,HTML5,12
Navigator.language,Property,HTML5,12
Navigator.maxTouchPoints,Property,HTML5,12
Navigator.mimeTypes,Property,HTML5,12
Navigator.msManipulationViewsEnabled,Property,HTML5,12
Navigator.msMaxTouchPoints,Property,HTML5,12
Navigator.msPointerEnabled,Property,HTML5,12
Navigator.plugins,Property,HTML5,12
Navigator.pointerEnabled,Property,HTML5,12
Navigator.systemLanguage,Property,HTML5,12
Navigator.userLanguage,Property,HTML5,12
Navigator.webdriver,Property,HTML5,12
NavigatorContentUtils,Interface,HTML5,12
NavigatorID.appName,Property,HTML5,12
NavigatorID.appVersion,Property,HTML5,12
NavigatorID.platform,Property,HTML5,12
NavigatorID.productSub,Property,HTML5,12
NavigatorID.product,Property,HTML5,12
NavigatorID.userAgent,Property,HTML5,12
NavigatorID.vendorSub,Property,HTML5,12
NavigatorID.vendor,Property,HTML5,12
NavigatorID,Interface,HTML5,12
NavigatorOnLine.onLine,Property,HTML5,12
NavigatorOnLine,Interface,HTML5,12
NavigatorStorageUtils,Interface,HTML5,12
Navigator,Interface,HTML5,12
PageTransitionEvent.persisted,Property,HTML5,12
PageTransitionEvent,Interface,HTML5,12
Plugin.item,Method,HTML5,12
Plugin.namedItem,Method,HTML5,12
Plugin.description,Property,HTML5,12
Plugin.filename,Property,HTML5,12
Plugin.length,Property,HTML5,12
Plugin.name,Property,HTML5,12
Plugin.version,Property,HTML5,12
PluginArray.item,Method,HTML5,12
PluginArray.namedItem,Method,HTML5,12
PluginArray.refresh,Method,HTML5,12
PluginArray.length,Property,HTML5,12
PluginArray,Interface,HTML5,12
Plugin,Interface,HTML5,12
PopStateEvent.initPopStateEvent,Method,HTML5,12
PopStateEvent.state,Property,HTML5,12
PopStateEvent,Interface,HTML5,12
TextTrack.cuechange,Event,HTML5,12
TextTrack.error,Event,HTML5,12
TextTrack.load,Event,HTML5,12
TextTrack.addCue,Method,HTML5,12
TextTrack.removeCue,Method,HTML5,12
TextTrack.activeCues,Property,HTML5,12
TextTrack.cues,Property,HTML5,12
TextTrack.inBandMetadataTrackDispatchType,Property,HTML5,12
TextTrack.kind,Property,HTML5,12
TextTrack.label,Property,HTML5,12
TextTrack.language,Property,HTML5,12
TextTrack.mode,Property,HTML5,12
TextTrack.oncuechange,Property,HTML5,12
TextTrack.onerror,Property,HTML5,12
TextTrack.onload,Property,HTML5,12
TextTrack.readyState,Property,HTML5,12
TextTrackCue.enter,Event,HTML5,12
TextTrackCue.exit,Event,HTML5,12
TextTrackCue.getCueAsHTML,Method,HTML5,12
TextTrackCue.endTime,Property,HTML5,12
TextTrackCue.id,Property,HTML5,12
TextTrackCue.onenter,Property,HTML5,12
TextTrackCue.onexit,Property,HTML5,12
TextTrackCue.pauseOnExit,Property,HTML5,12
TextTrackCue.startTime,Property,HTML5,12
TextTrackCue.text,Property,HTML5,12
TextTrackCue.track,Property,HTML5,12
TextTrackCueList.getCueById,Method,HTML5,12
TextTrackCueList.item,Method,HTML5,12
TextTrackCueList.length,Property,HTML5,12
TextTrackCueList,Interface,HTML5,12
TextTrackCue,Interface,HTML5,12
TextTrackList.addtrack,Event,HTML5,12
TextTrackList.removetrack,Event,HTML5,12
TextTrackList.item,Method,HTML5,12
TextTrackList.length,Property,HTML5,12
TextTrackList.onaddtrack,Property,HTML5,12
TextTrackList,Interface,HTML5,12
TextTrack,Interface,HTML5,12
TimeRanges.end,Method,HTML5,12
TimeRanges.start,Method,HTML5,12
TimeRanges.length,Property,HTML5,12
TimeRanges,Interface,HTML5,12
TrackEvent.track,Property,HTML5,12
TrackEvent,Interface,HTML5,12
ValidityState.badInput,Property,HTML5,12
ValidityState.customError,Property,HTML5,12
ValidityState.patternMismatch,Property,HTML5,12
ValidityState.rangeOverflow,Property,HTML5,12
ValidityState.rangeUnderflow,Property,HTML5,12
ValidityState.stepMismatch,Property,HTML5,12
ValidityState.tooLong,Property,HTML5,12
ValidityState.typeMismatch,Property,HTML5,12
ValidityState.valid,Property,HTML5,12
ValidityState.valueMissing,Property,HTML5,12
ValidityState,Interface,HTML5,12
VideoTrack.id,Property,HTML5,12
VideoTrack.kind,Property,HTML5,12
VideoTrack.label,Property,HTML5,12
VideoTrack.language,Property,HTML5,12
VideoTrack.selected,Property,HTML5,12
VideoTrack.sourceBuffer,Property,HTML5,12
VideoTrackList.addtrack,Event,HTML5,12
VideoTrackList.change,Event,HTML5,12
VideoTrackList.removetrack,Event,HTML5,12
VideoTrackList.getTrackById,Method,HTML5,12
VideoTrackList.item,Method,HTML5,12
VideoTrackList.length,Property,HTML5,12
VideoTrackList.onaddtrack,Property,HTML5,12
VideoTrackList.onchange,Property,HTML5,12
VideoTrackList.onremovetrack,Property,HTML5,12
VideoTrackList.selectedIndex,Property,HTML5,12
VideoTrackList,Interface,HTML5,12
VideoTrack,Interface,HTML5,12
Window.SVGResize,Event,HTML5,12
Window.SVGUnload,Event,HTML5,12
Window.afterprint,Event,HTML5,12
Window.beforeprint,Event,HTML5,12
Window.beforeunload,Event,HTML5,12
Window.blur,Event,HTML5,12
Window.compassneedscalibration,Event,HTML5,12
Window.devicemotion,Event,HTML5,12
Window.deviceorientation,Event,HTML5,12
Window.error,Event,HTML5,12
Window.focus,Event,HTML5,12
Window.gamepadconnected,Event,HTML5,12
Window.gamepaddisconnected,Event,HTML5,12
Window.hashchange,Event,HTML5,12
Window.load,Event,HTML5,12
Window.message,Event,HTML5,12
Window.orientationchange,Event,HTML5,12
Window.pagehide,Event,HTML5,12
Window.pageshow,Event,HTML5,12
Window.popstate,Event,HTML5,12
Window.resize,Event,HTML5,12
Window.storage,Event,HTML5,12
Window.unload,Event,HTML5,12
Window.alert,Method,HTML5,12
Window.blur,Method,HTML5,12
Window.cancelAnimationFrame,Method,HTML5,12
Window.captureEvent,Method,HTML5,12
Window.close,Method,HTML5,12
Window.confirm,Method,HTML5,12
Window.focus,Method,HTML5,12
Window.getComputedStyle,Method,HTML5,12
Window.getMatchedCSSRules,Method,HTML5,12
Window.getSelection,Method,HTML5,12
Window.matchMedia,Method,HTML5,12
Window.moveBy,Method,HTML5,12
Window.moveTo,Method,HTML5,12
Window.msWriteProfilerMark,Method,HTML5,12
Window.open,Method,HTML5,12
Window.postMessage,Method,HTML5,12
Window.print,Method,HTML5,12
Window.prompt,Method,HTML5,12
Window.releaseEvent,Method,HTML5,12
Window.requestAnimationFrame,Method,HTML5,12
Window.resizeBy,Method,HTML5,12
Window.resizeTo,Method,HTML5,12
Window.scrollBy,Method,HTML5,12
Window.scrollTo,Method,HTML5,12
Window.scroll,Method,HTML5,12
Window.webkitCancelAnimationFrame,Method,HTML5,12
Window.webkitConvertPointFromNodeToPage,Method,HTML5,12
Window.webkitConvertPointFromPageToNode,Method,HTML5,12
Window.webkitRequestAnimationFrame,Method,HTML5,12
Window.applicationCache,Property,HTML5,12
Window.clientInformation,Property,HTML5,12
Window.closed,Property,HTML5,12
Window.crypto,Property,HTML5,12
Window.defaultStatus,Property,HTML5,12
Window.devicePixelRatio,Property,HTML5,12
Window.doNotTrack,Property,HTML5,12
Window.document,Property,HTML5,12
Window.event,Property,HTML5,12
Window.external,Property,HTML5,12
Window.frameElement,Property,HTML5,12
Window.frames,Property,HTML5,12
Window.history,Property,HTML5,12
Window.innerHeight,Property,HTML5,12
Window.innerWidth,Property,HTML5,12
Window.length,Property,HTML5,12
Window.locationbar,Property,HTML5,12
Window.location,Property,HTML5,12
Window.menubar,Property,HTML5,12
Window.msTemplatePrinter,Property,HTML5,12
Window.name,Property,HTML5,12
Window.navigator,Property,HTML5,12
Window.offscreenBuffering,Property,HTML5,12
Window.onabort,Property,HTML5,12
Window.onafterprint,Property,HTML5,12
Window.onbeforeprint,Property,HTML5,12
Window.onbeforeunload,Property,HTML5,12
Window.onblur,Property,HTML5,12
Window.oncanplaythrough,Property,HTML5,12
Window.oncanplay,Property,HTML5,12
Window.onchange,Property,HTML5,12
Window.onclick,Property,HTML5,12
Window.oncompassneedscalibration,Property,HTML5,12
Window.oncontextmenu,Property,HTML5,12
Window.ondblclick,Property,HTML5,12
Window.ondevicemotion,Property,HTML5,12
Window.ondeviceorientation,Property,HTML5,12
Window.ondragend,Property,HTML5,12
Window.ondragenter,Property,HTML5,12
Window.ondragleave,Property,HTML5,12
Window.ondragover,Property,HTML5,12
Window.ondragstart,Property,HTML5,12
Window.ondrag,Property,HTML5,12
Window.ondrop,Property,HTML5,12
Window.ondurationchange,Property,HTML5,12
Window.onemptied,Property,HTML5,12
Window.onended,Property,HTML5,12
Window.onerror,Property,HTML5,12
Window.onfocus,Property,HTML5,12
Window.onhashchange,Property,HTML5,12
Window.oninput,Property,HTML5,12
Window.onkeydown,Property,HTML5,12
Window.onkeypress,Property,HTML5,12
Window.onkeyup,Property,HTML5,12
Window.onloadeddata,Property,HTML5,12
Window.onloadedmetadata,Property,HTML5,12
Window.onloadstart,Property,HTML5,12
Window.onload,Property,HTML5,12
Window.onmessage,Property,HTML5,12
Window.onmousedown,Property,HTML5,12
Window.onmouseenter,Property,HTML5,12
Window.onmouseleave,Property,HTML5,12
Window.onmousemove,Property,HTML5,12
Window.onmouseout,Property,HTML5,12
Window.onmouseover,Property,HTML5,12
Window.onmouseup,Property,HTML5,12
Window.onmousewheel,Property,HTML5,12
Window.onmsgesturechange,Property,HTML5,12
Window.onmsgesturedoubletap,Property,HTML5,12
Window.onmsgestureend,Property,HTML5,12
Window.onmsgesturehold,Property,HTML5,12
Window.onmsgesturestart,Property,HTML5,12
Window.onmsgesturetap,Property,HTML5,12
Window.onmsinertiastart,Property,HTML5,12
Window.onmspointercancel,Property,HTML5,12
Window.onmspointerdown,Property,HTML5,12
Window.onmspointerenter,Property,HTML5,12
Window.onmspointerleave,Property,HTML5,12
Window.onmspointermove,Property,HTML5,12
Window.onmspointerout,Property,HTML5,12
Window.onmspointerover,Property,HTML5,12
Window.onmspointerup,Property,HTML5,12
Window.onoffline,Property,HTML5,12
Window.ononline,Property,HTML5,12
Window.onorientationchange,Property,HTML5,12
Window.onpagehide,Property,HTML5,12
Window.onpageshow,Property,HTML5,12
Window.onpause,Property,HTML5,12
Window.onplaying,Property,HTML5,12
Window.onplay,Property,HTML5,12
Window.onpopstate,Property,HTML5,12
Window.onprogress,Property,HTML5,12
Window.onratechange,Property,HTML5,12
Window.onreadystatechange,Property,HTML5,12
Window.onreset,Property,HTML5,12
Window.onresize,Property,HTML5,12
Window.onscroll,Property,HTML5,12
Window.onseeked,Property,HTML5,12
Window.onseeking,Property,HTML5,12
Window.onselect,Property,HTML5,12
Window.onstalled,Property,HTML5,12
Window.onstorage,Property,HTML5,12
Window.onsubmit,Property,HTML5,12
Window.onsuspend,Property,HTML5,12
Window.ontimeupdate,Property,HTML5,12
Window.ontouchcancel,Property,HTML5,12
Window.ontouchend,Property,HTML5,12
Window.ontouchmove,Property,HTML5,12
Window.ontouchstart,Property,HTML5,12
Window.onunload,Property,HTML5,12
Window.onvolumechange,Property,HTML5,12
Window.onwaiting,Property,HTML5,12
Window.opener,Property,HTML5,12
Window.orientation,Property,HTML5,12
Window.outerHeight,Property,HTML5,12
Window.outerWidth,Property,HTML5,12
Window.pageXOffset,Property,HTML5,12
Window.pageYOffset,Property,HTML5,12
Window.parent,Property,HTML5,12
Window.performance,Property,HTML5,12
Window.personalbar,Property,HTML5,12
Window.screenLeft,Property,HTML5,12
Window.screenTop,Property,HTML5,12
Window.screenX,Property,HTML5,12
Window.screenY,Property,HTML5,12
Window.screen,Property,HTML5,12
Window.scrollX,Property,HTML5,12
Window.scrollY,Property,HTML5,12
Window.scrollbars,Property,HTML5,12
Window.self,Property,HTML5,12
Window.statusbar,Property,HTML5,12
Window.status,Property,HTML5,12
Window.styleMedia,Property,HTML5,12
Window.toolbar,Property,HTML5,12
Window.top,Property,HTML5,12
Window.window,Property,HTML5,12
WindowBase64.atob,Method,HTML5,12
WindowBase64.btoa,Method,HTML5,12
WindowBase64,Interface,HTML5,12
WindowTimers.clearInterval,Method,HTML5,12
WindowTimers.clearTimeout,Method,HTML5,12
WindowTimers.setInterval,Method,HTML5,12
WindowTimers.setTimeout,Method,HTML5,12
WindowTimers,Interface,HTML5,12
Window,Interface,HTML5,12
XMLDocument,Interface,HTML5,12
DataTransfer.clearData,Method,HTML5.1,12
DataTransfer.getData,Method,HTML5.1,12
DataTransfer.setData,Method,HTML5.1,12
DataTransfer.dropEffect,Property,HTML5.1,12
DataTransfer.effectAllowed,Property,HTML5.1,12
DataTransfer.files,Property,HTML5.1,12
DataTransfer.items,Property,HTML5.1,12
DataTransfer.types,Property,HTML5.1,12
DataTransferItem.getAsFile,Method,HTML5.1,12
DataTransferItem.getAsString,Method,HTML5.1,12
DataTransferItem.kind,Property,HTML5.1,12
DataTransferItem.type,Property,HTML5.1,12
DataTransferItemList.add,Method,HTML5.1,12
DataTransferItemList.clear,Method,HTML5.1,12
DataTransferItemList.item,Method,HTML5.1,12
DataTransferItemList.remove,Method,HTML5.1,12
DataTransferItemList.length,Property,HTML5.1,12
DataTransferItemList,Interface,HTML5.1,12
DataTransferItem,Interface,HTML5.1,12
DataTransfer,Interface,HTML5.1,12
DragEvent.initDragEvent,Method,HTML5.1,12
DragEvent.msConvertURL,Method,HTML5.1,12
DragEvent.dataTransfer,Property,HTML5.1,12
DragEvent,Interface,HTML5.1,12
IDBCursor.advance,Method,Indexed Database API,12
IDBCursor.continue,Method,Indexed Database API,12
IDBCursor.delete,Method,Indexed Database API,12
IDBCursor.update,Method,Indexed Database API,12
IDBCursor.direction,Property,Indexed Database API,12
IDBCursor.key,Property,Indexed Database API,12
IDBCursor.primaryKey,Property,Indexed Database API,12
IDBCursor.source,Property,Indexed Database API,12
IDBCursorWithValue.value,Property,Indexed Database API,12
IDBCursorWithValue,Interface,Indexed Database API,12
IDBCursor,Interface,Indexed Database API,12
IDBDatabase.abort,Event,Indexed Database API,12
IDBDatabase.error,Event,Indexed Database API,12
IDBDatabase.close,Method,Indexed Database API,12
IDBDatabase.createObjectStore,Method,Indexed Database API,12
IDBDatabase.deleteObjectStore,Method,Indexed Database API,12
IDBDatabase.transaction,Method,Indexed Database API,12
IDBDatabase.name,Property,Indexed Database API,12
IDBDatabase.objectStoreNames,Property,Indexed Database API,12
IDBDatabase.onabort,Property,Indexed Database API,12
IDBDatabase.onerror,Property,Indexed Database API,12
IDBDatabase.version,Property,Indexed Database API,12
IDBDatabase,Interface,Indexed Database API,12
IDBEnvironment.indexedDB,Property,Indexed Database API,12
IDBEnvironment,Interface,Indexed Database API,12
IDBFactory.cmp,Method,Indexed Database API,12
IDBFactory.deleteDatabase,Method,Indexed Database API,12
IDBFactory.open,Method,Indexed Database API,12
IDBFactory,Interface,Indexed Database API,12
IDBIndex.count,Method,Indexed Database API,12
IDBIndex.getKey,Method,Indexed Database API,12
IDBIndex.get,Method,Indexed Database API,12
IDBIndex.openCursor,Method,Indexed Database API,12
IDBIndex.openKeyCursor,Method,Indexed Database API,12
IDBIndex.keyPath,Property,Indexed Database API,12
IDBIndex.name,Property,Indexed Database API,12
IDBIndex.objectStore,Property,Indexed Database API,12
IDBIndex.unique,Property,Indexed Database API,12
IDBIndex,Interface,Indexed Database API,12
IDBKeyRange.bound,Method,Indexed Database API,12
IDBKeyRange.lowerBound,Method,Indexed Database API,12
IDBKeyRange.only,Method,Indexed Database API,12
IDBKeyRange.upperBound,Method,Indexed Database API,12
IDBKeyRange.lowerOpen,Property,Indexed Database API,12
IDBKeyRange.lower,Property,Indexed Database API,12
IDBKeyRange.upperOpen,Property,Indexed Database API,12
IDBKeyRange.upper,Property,Indexed Database API,12
IDBKeyRange,Interface,Indexed Database API,12
IDBObjectStore.add,Method,Indexed Database API,12
IDBObjectStore.clear,Method,Indexed Database API,12
IDBObjectStore.count,Method,Indexed Database API,12
IDBObjectStore.createIndex,Method,Indexed Database API,12
IDBObjectStore.deleteIndex,Method,Indexed Database API,12
IDBObjectStore.delete,Method,Indexed Database API,12
IDBObjectStore.get,Method,Indexed Database API,12
IDBObjectStore.index,Method,Indexed Database API,12
IDBObjectStore.openCursor,Method,Indexed Database API,12
IDBObjectStore.put,Method,Indexed Database API,12
IDBObjectStore.indexNames,Property,Indexed Database API,12
IDBObjectStore.keyPath,Property,Indexed Database API,12
IDBObjectStore.name,Property,Indexed Database API,12
IDBObjectStore.transaction,Property,Indexed Database API,12
IDBObjectStore,Interface,Indexed Database API,12
IDBOpenDBRequest.blocked,Event,Indexed Database API,12
IDBOpenDBRequest.upgradeneeded,Event,Indexed Database API,12
IDBOpenDBRequest.onblocked,Property,Indexed Database API,12
IDBOpenDBRequest.onupgradeneeded,Property,Indexed Database API,12
IDBOpenDBRequest,Interface,Indexed Database API,12
IDBRequest.error,Event,Indexed Database API,12
IDBRequest.success,Event,Indexed Database API,12
IDBRequest.error,Property,Indexed Database API,12
IDBRequest.onerror,Property,Indexed Database API,12
IDBRequest.onsuccess,Property,Indexed Database API,12
IDBRequest.readyState,Property,Indexed Database API,12
IDBRequest.result,Property,Indexed Database API,12
IDBRequest.source,Property,Indexed Database API,12
IDBRequest.transaction,Property,Indexed Database API,12
IDBRequest,Interface,Indexed Database API,12
IDBTransaction.abort,Event,Indexed Database API,12
IDBTransaction.complete,Event,Indexed Database API,12
IDBTransaction.error,Event,Indexed Database API,12
IDBTransaction.abort,Method,Indexed Database API,12
IDBTransaction.objectStore,Method,Indexed Database API,12
IDBTransaction.db,Property,Indexed Database API,12
IDBTransaction.error,Property,Indexed Database API,12
IDBTransaction.mode,Property,Indexed Database API,12
IDBTransaction.onabort,Property,Indexed Database API,12
IDBTransaction.oncomplete,Property,Indexed Database API,12
IDBTransaction.onerror,Property,Indexed Database API,12
IDBTransaction,Interface,Indexed Database API,12
IDBVersionChangeEvent.newVersion,Property,Indexed Database API,12
IDBVersionChangeEvent.oldVersion,Property,Indexed Database API,12
IDBVersionChangeEvent,Interface,Indexed Database API,12
MSInputMethodContext.MSCandidateWindowHide,Event,Input Method Editor API,12
MSInputMethodContext.MSCandidateWindowShow,Event,Input Method Editor API,12
MSInputMethodContext.MSCandidateWindowUpdate,Event,Input Method Editor API,12
MSInputMethodContext.getCandidateWindowClientRect,Method,Input Method Editor API,12
MSInputMethodContext.getCompositionAlternatives,Method,Input Method Editor API,12
MSInputMethodContext.hasComposition,Method,Input Method Editor API,12
MSInputMethodContext.isCandidateWindowVisible,Method,Input Method Editor API,12
MSInputMethodContext.compositionEndOffset,Property,Input Method Editor API,12
MSInputMethodContext.compositionStartOffset,Property,Input Method Editor API,12
MSInputMethodContext.oncandidatewindowhide,Property,Input Method Editor API,12
MSInputMethodContext.oncandidatewindowshow,Property,Input Method Editor API,12
MSInputMethodContext.oncandidatewindowupdate,Property,Input Method Editor API,12
MSInputMethodContext.target,Property,Input Method Editor API,12
MSInputMethodContext,Interface,Input Method Editor API,12
MediaSource.sourceclose,Event,Media Source Extensions,12
MediaSource.sourceended,Event,Media Source Extensions,12
MediaSource.sourceopen,Event,Media Source Extensions,12
MediaSource.addSourceBuffer,Method,Media Source Extensions,12
MediaSource.endOfStream,Method,Media Source Extensions,12
MediaSource.isTypeSupported,Method,Media Source Extensions,12
MediaSource.removeSourceBuffer,Method,Media Source Extensions,12
MediaSource.activeSourceBuffers,Property,Media Source Extensions,12
MediaSource.duration,Property,Media Source Extensions,12
MediaSource.readyState,Property,Media Source Extensions,12
MediaSource.sourceBuffers,Property,Media Source Extensions,12
MediaSource,Interface,Media Source Extensions,12
SourceBuffer.abort,Event,Media Source Extensions,12
SourceBuffer.error,Event,Media Source Extensions,12
SourceBuffer.updateend,Event,Media Source Extensions,12
SourceBuffer.updatestart,Event,Media Source Extensions,12
SourceBuffer.update,Event,Media Source Extensions,12
SourceBuffer.abort,Method,Media Source Extensions,12
SourceBuffer.appendBuffer,Method,Media Source Extensions,12
SourceBuffer.appendStream,Method,Media Source Extensions,12
SourceBuffer.remove,Method,Media Source Extensions,12
SourceBuffer.appendWindowEnd,Property,Media Source Extensions,12
SourceBuffer.appendWindowStart,Property,Media Source Extensions,12
SourceBuffer.audioTracks,Property,Media Source Extensions,12
SourceBuffer.buffered,Property,Media Source Extensions,12
SourceBuffer.mode,Property,Media Source Extensions,12
SourceBuffer.timestampOffset,Property,Media Source Extensions,12
SourceBuffer.updating,Property,Media Source Extensions,12
SourceBuffer.videoTracks,Property,Media Source Extensions,12
SourceBufferList.addsourcebuffer,Event,Media Source Extensions,12
SourceBufferList.removesourcebuffer,Event,Media Source Extensions,12
SourceBufferList.item,Method,Media Source Extensions,12
SourceBufferList.length,Property,Media Source Extensions,12
SourceBufferList,Interface,Media Source Extensions,12
SourceBuffer,Interface,Media Source Extensions,12
VideoPlaybackQuality.corruptedVideoFrames,Property,Media Source Extensions,12
VideoPlaybackQuality.creationTime,Property,Media Source Extensions,12
VideoPlaybackQuality.droppedVideoFrames,Property,Media Source Extensions,12
VideoPlaybackQuality.totalFrameDelay,Property,Media Source Extensions,12
VideoPlaybackQuality.totalVideoFrames,Property,Media Source Extensions,12
VideoPlaybackQuality,Interface,Media Source Extensions,12
MediaDeviceInfo.deviceId,Property,Media Capture API,12
MediaDeviceInfo.groupId,Property,Media Capture API,12
MediaDeviceInfo.kind,Property,Media Capture API,12
MediaDeviceInfo.label,Property,Media Capture API,12
MediaDeviceInfo,Interface,Media Capture API,12
MediaDevices.devicechange,Event,Media Capture API,12
MediaDevices.enumerateDevices,Method,Media Capture API,12
MediaDevices.getSupportedConstraints,Method,Media Capture API,12
MediaDevices.getUserMedia,Method,Media Capture API,12
MediaDevices.ondevicechange,Property,Media Capture API,12
MediaDevices,Interface,Media Capture API,12
MediaStream.active,Event,Media Capture API,12
MediaStream.addtrack,Event,Media Capture API,12
MediaStream.inactive,Event,Media Capture API,12
MediaStream.removetrack,Event,Media Capture API,12
MediaStream.addTrack,Method,Media Capture API,12
MediaStream.clone,Method,Media Capture API,12
MediaStream.getAudioTracks,Method,Media Capture API,12
MediaStream.getTrackById,Method,Media Capture API,12
MediaStream.getTracks,Method,Media Capture API,12
MediaStream.getVideoTracks,Method,Media Capture API,12
MediaStream.removeTrack,Method,Media Capture API,12
MediaStream.active,Property,Media Capture API,12
MediaStream.id,Property,Media Capture API,12
MediaStream.onactive,Property,Media Capture API,12
MediaStream.onaddtrack,Property,Media Capture API,12
MediaStream.oninactive,Property,Media Capture API,12
MediaStream.onremovetrack,Property,Media Capture API,12
MediaStreamError.constraintName,Property,Media Capture API,12
MediaStreamError.message,Property,Media Capture API,12
MediaStreamError.name,Property,Media Capture API,12
MediaStreamErrorEvent.error,Property,Media Capture API,12
MediaStreamErrorEvent,Interface,Media Capture API,12
MediaStreamError,Interface,Media Capture API,12
MediaStreamTrack.ended,Event,Media Capture API,12
MediaStreamTrack.mute,Event,Media Capture API,12
MediaStreamTrack.overconstrained,Event,Media Capture API,12
