api_name,api_type,specs,version_added
CanvasRenderingContext2D.setTransform,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.strokeRect,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.strokeText,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.stroke,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.transform,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.translate,Method,HTML Canvas 2D Context,12
CanvasRenderingContext2D.canvas,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.fillStyle,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.font,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.globalAlpha,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.globalCompositeOperation,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.lineCap,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.lineDashOffset,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.lineJoin,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.lineWidth,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.miterLimit,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.msFillRule,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.msImageSmoothingEnabled,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.shadowBlur,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.shadowColor,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.shadowOffsetX,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.shadowOffsetY,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.strokeStyle,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.textAlign,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D.textBaseline,Property,HTML Canvas 2D Context,12
CanvasRenderingContext2D,Interface,HTML Canvas 2D Context,12
ImageData.data,Property,HTML Canvas 2D Context,12
ImageData.height,Property,HTML Canvas 2D Context,12
ImageData.width,Property,HTML Canvas 2D Context,12
ImageData,Interface,HTML Canvas 2D Context,12
TextMetrics.width,Property,HTML Canvas 2D Context,12
TextMetrics,Interface,HTML Canvas 2D Context,12
ClipboardEvent.clipboardData,Property,Clipboard API and Event,12
ClipboardEvent,Interface,Clipboard API and Event,12
Crypto.subtle,Property,Web Cryptography API,12
CryptoKey.algorithm,Property,Web Cryptography API,12
CryptoKey.extractable,Property,Web Cryptography API,12
CryptoKey.type,Property,Web Cryptography API,12
CryptoKey.usages,Property,Web Cryptography API,12
CryptoKeyPair.privateKey,Property,Web Cryptography API,12
CryptoKeyPair.publicKey,Property,Web Cryptography API,12
CryptoKeyPair,Interface,Web Cryptography API,12
CryptoKey,Interface,Web Cryptography API,12
Crypto,Interface,Web Cryptography API,12
RandomSource.getRandomValues,Method,Web Cryptography API,12
RandomSource,Interface,Web Cryptography API,12
SubtleCrypto.decrypt,Method,Web Cryptography API,12
SubtleCrypto.deriveBits,Method,Web Cryptography API,12
SubtleCrypto.deriveKey,Method,Web Cryptography API,12
SubtleCrypto.digest,Method,Web Cryptography API,12
SubtleCrypto.encrypt,Method,Web Cryptography API,12
SubtleCrypto.exportKey,Method,Web Cryptography API,12
SubtleCrypto.generateKey,Method,Web Cryptography API,12
SubtleCrypto.importKey,Method,Web Cryptography API,12
SubtleCrypto.sign,Method,Web Cryptography API,12
SubtleCrypto.unwrapKey,Method,Web Cryptography API,12
SubtleCrypto.verify,Method,Web Cryptography API,12
SubtleCrypto.wrapKey,Method,Web Cryptography API,12
SubtleCrypto,Interface,Web Cryptography API,12
MSNavigatorDoNotTrack.confirmSiteSpecificTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack.confirmWebWideTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack.removeSiteSpecificTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack.removeWebWideTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack.storeSiteSpecificTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack.storeWebWideTrackingException,Method,Tracking Preference Expression (DNT),12
MSNavigatorDoNotTrack,Interface,Tracking Preference Expression (DNT),12
DOML2DeprecatedColorProperty.color,Property,Document Object Model (DOM) Level 2 HTML ,12
DOML2DeprecatedColorProperty,Interface,Document Object Model (DOM) Level 2 HTML ,12
DOML2DeprecatedSizeProperty.size,Property,Document Object Model (DOM) Level 2 HTML ,12
DOML2DeprecatedSizeProperty,Interface,Document Object Model (DOM) Level 2 HTML ,12
HTMLTableAlignment.chOff,Property,Document Object Model (DOM) Level 2 HTML ,12
HTMLTableAlignment.ch,Property,Document Object Model (DOM) Level 2 HTML ,12
HTMLTableAlignment.vAlign,Property,Document Object Model (DOM) Level 2 HTML ,12
HTMLTableAlignment,Interface,Document Object Model (DOM) Level 2 HTML ,12
Attr.name,Property,"DOM 3 Core, DOM 4",12
Attr.ownerElement,Property,"DOM 3 Core, DOM 4",12
Attr.specified,Property,"DOM 3 Core, DOM 4",12
Attr.value,Property,"DOM 3 Core, DOM 4",12
Attr,Interface,"DOM 3 Core, DOM 4",12
DocumentType.entities,Property,"DOM 3 Core, DOM 4",12
DocumentType.internalSubset,Property,"DOM 3 Core, DOM 4",12
DocumentType.name,Property,"DOM 3 Core, DOM 4",12
DocumentType.notations,Property,"DOM 3 Core, DOM 4",12
DocumentType.publicId,Property,"DOM 3 Core, DOM 4",12
DocumentType.systemId,Property,"DOM 3 Core, DOM 4",12
DocumentType,Interface,"DOM 3 Core, DOM 4",12
CDATASection,Interface,DOM 3 Core,12
NamedNodeMap.getNamedItemNS,Method,DOM 3 Core,12
NamedNodeMap.getNamedItem,Method,DOM 3 Core,12
NamedNodeMap.item,Method,DOM 3 Core,12
NamedNodeMap.removeNamedItemNS,Method,DOM 3 Core,12
NamedNodeMap.removeNamedItem,Method,DOM 3 Core,12
NamedNodeMap.setNamedItemNS,Method,DOM 3 Core,12
NamedNodeMap.setNamedItem,Method,DOM 3 Core,12
NamedNodeMap.length,Property,DOM 3 Core,12
NamedNodeMap,Interface,DOM 3 Core,12
CharacterData.DOMCharacterDataModified,Event,DOM 4,12
CharacterData.DOMSubtreeModified,Event,DOM 4,12
CharacterData.appendData,Method,DOM 4,12
CharacterData.deleteData,Method,DOM 4,12
CharacterData.insertData,Method,DOM 4,12
CharacterData.replaceData,Method,DOM 4,12
CharacterData.substringData,Method,DOM 4,12
CharacterData.data,Property,DOM 4,12
CharacterData.length,Property,DOM 4,12
CharacterData,Interface,DOM 4,12
ChildNode.remove,Method,DOM 4,12
ChildNode,Interface,DOM 4,12
Comment.text,Property,DOM 4,12
Comment,Interface,DOM 4,12
CustomEvent.initCustomEvent,Method,DOM 4,12
CustomEvent.detail,Property,DOM 4,12
CustomEvent,Interface,DOM 4,12
DOMError.toString,Method,DOM 4,12
DOMError.name,Property,DOM 4,12
DOMError,Interface,DOM 4,12
DOMException.toString,Method,DOM 4,12
DOMException.code,Property,DOM 4,12
DOMException.message,Property,DOM 4,12
DOMException.name,Property,DOM 4,12
DOMException,Interface,DOM 4,12
DOMImplementation.createDocumentType,Method,DOM 4,12
DOMImplementation.createDocument,Method,DOM 4,12
DOMImplementation.createHTMLDocument,Method,DOM 4,12
DOMImplementation.hasFeature,Method,DOM 4,12
DOMImplementation,Interface,DOM 4,12
DOMSettableTokenList.value,Property,DOM 4,12
DOMSettableTokenList,Interface,DOM 4,12
DOMStringList.contains,Method,DOM 4,12
DOMStringList.item,Method,DOM 4,12
DOMStringList.length,Property,DOM 4,12
DOMStringList,Interface,DOM 4,12
DOMTokenList.add,Method,DOM 4,12
DOMTokenList.contains,Method,DOM 4,12
DOMTokenList.item,Method,DOM 4,12
DOMTokenList.remove,Method,DOM 4,12
DOMTokenList.toString,Method,DOM 4,12
DOMTokenList.toggle,Method,DOM 4,12
DOMTokenList.length,Property,DOM 4,12
DOMTokenList,Interface,DOM 4,12
Document.DOMContentLoaded,Event,DOM 4,12
Document.MSContentZoom,Event,DOM 4,12
Document.MSManipulationStateChanged,Event,DOM 4,12
Document.fullscreenchange,Event,DOM 4,12
Document.fullscreenerror,Event,DOM 4,12
Document.mssitemodejumplistitemremoved,Event,DOM 4,12
Document.mssitepinned,Event,DOM 4,12
Document.msthumbnailclick,Event,DOM 4,12
Document.readystatechange,Event,DOM 4,12
Document.selectionchange,Event,DOM 4,12
Document.stop,Event,DOM 4,12
Document.visibilitychanged,Event,DOM 4,12
Document.adoptNode,Method,DOM 4,12
Document.captureEvent,Method,DOM 4,12
Document.caretRangeFromPoint,Method,DOM 4,12
Document.clear,Method,DOM 4,12
Document.close,Method,DOM 4,12
Document.createAttributeNS,Method,DOM 4,12
Document.createAttribute,Method,DOM 4,12
Document.createCDATASection,Method,DOM 4,12
Document.createComment,Method,DOM 4,12
Document.createDocumentFragment,Method,DOM 4,12
Document.createElementNS,Method,DOM 4,12
Document.createElement,Method,DOM 4,12
Document.createExpression,Method,DOM 4,12
Document.createNSResolver,Method,DOM 4,12
Document.createNodeIterator,Method,DOM 4,12
Document.createProcessingInstruction,Method,DOM 4,12
Document.createRange,Method,DOM 4,12
Document.createTextNode,Method,DOM 4,12
Document.createTouchList,Method,DOM 4,12
Document.createTouch,Method,DOM 4,12
Document.createTreeWalker,Method,DOM 4,12
Document.elementFromPoint,Method,DOM 4,12
Document.evaluate,Method,DOM 4,12
Document.execCommandShowHelp,Method,DOM 4,12
Document.execCommand,Method,DOM 4,12
Document.exitFullscreen,Method,DOM 4,12
Document.exitPointerLock,Method,DOM 4,12
Document.focus,Method,DOM 4,12
Document.getElementById,Method,DOM 4,12
Document.getElementsByClassName,Method,DOM 4,12
Document.getElementsByName,Method,DOM 4,12
Document.getElementsByTagNameNS,Method,DOM 4,12
Document.getElementsByTagName,Method,DOM 4,12
Document.getSelection,Method,DOM 4,12
Document.hasFocus,Method,DOM 4,12
Document.importNode,Method,DOM 4,12
Document.msElementsFromPoint,Method,DOM 4,12
Document.msElementsFromRect,Method,DOM 4,12
Document.msGetPrintDocumentForNamedFlow,Method,DOM 4,12
Document.msSetPrintDocumentUriForNamedFlow,Method,DOM 4,12
Document.open,Method,DOM 4,12
Document.queryCommandEnabled,Method,DOM 4,12
Document.queryCommandIndeterm,Method,DOM 4,12
Document.queryCommandState,Method,DOM 4,12
Document.queryCommandSupported,Method,DOM 4,12
Document.queryCommandText,Method,DOM 4,12
Document.queryCommandValue,Method,DOM 4,12
Document.releaseEvent,Method,DOM 4,12
Document.updateSettings,Method,DOM 4,12
Document.webkitCancelFullScreen,Method,DOM 4,12
Document.webkitExitFullscreen,Method,DOM 4,12
Document.writeln,Method,DOM 4,12
Document.write,Method,DOM 4,12
Document.URLUnencoded,Property,DOM 4,12
Document.URL,Property,DOM 4,12
Document.activeElement,Property,DOM 4,12
Document.alinkColor,Property,DOM 4,12
Document.all,Property,DOM 4,12
Document.anchors,Property,DOM 4,12
Document.applets,Property,DOM 4,12
Document.bgColor,Property,DOM 4,12
Document.body,Property,DOM 4,12
Document.characterSet,Property,DOM 4,12
Document.charset,Property,DOM 4,12
Document.compatMode,Property,DOM 4,12
Document.cookie,Property,DOM 4,12
Document.defaultCharset,Property,DOM 4,12
Document.defaultView,Property,DOM 4,12
Document.designMode,Property,DOM 4,12
Document.dir,Property,DOM 4,12
Document.doctype,Property,DOM 4,12
Document.documentElement,Property,DOM 4,12
Document.domain,Property,DOM 4,12
Document.embeds,Property,DOM 4,12
Document.fgColor,Property,DOM 4,12
Document.forms,Property,DOM 4,12
Document.fullscreenElement,Property,DOM 4,12
Document.fullscreenEnabled,Property,DOM 4,12
Document.head,Property,DOM 4,12
Document.hidden,Property,DOM 4,12
Document.images,Property,DOM 4,12
Document.implementation,Property,DOM 4,12
Document.inputEncoding,Property,DOM 4,12
Document.lastModified,Property,DOM 4,12
Document.linkColor,Property,DOM 4,12
Document.links,Property,DOM 4,12
Document.location,Property,DOM 4,12
Document.media,Property,DOM 4,12
Document.msCSSOMElementFloatMetrics,Property,DOM 4,12
Document.msCapsLockWarningOff,Property,DOM 4,12
Document.onabort,Property,DOM 4,12
Document.onactivate,Property,DOM 4,12
Document.onbeforeactivate,Property,DOM 4,12
Document.onbeforedeactivate,Property,DOM 4,12
Document.onblur,Property,DOM 4,12
Document.oncanplaythrough,Property,DOM 4,12
Document.oncanplay,Property,DOM 4,12
Document.onchange,Property,DOM 4,12
Document.onclick,Property,DOM 4,12
Document.oncontextmenu,Property,DOM 4,12
Document.ondblclick,Property,DOM 4,12
Document.ondeactivate,Property,DOM 4,12
Document.ondragend,Property,DOM 4,12
Document.ondragenter,Property,DOM 4,12
Document.ondragleave,Property,DOM 4,12
Document.ondragover,Property,DOM 4,12
Document.ondragstart,Property,DOM 4,12
Document.ondrag,Property,DOM 4,12
Document.ondrop,Property,DOM 4,12
Document.ondurationchange,Property,DOM 4,12
Document.onemptied,Property,DOM 4,12
Document.onended,Property,DOM 4,12
Document.onerror,Property,DOM 4,12
Document.onfocus,Property,DOM 4,12
Document.onfullscreenchange,Property,DOM 4,12
Document.onfullscreenerror,Property,DOM 4,12
Document.oninput,Property,DOM 4,12
Document.onkeydown,Property,DOM 4,12
Document.onkeypress,Property,DOM 4,12
Document.onkeyup,Property,DOM 4,12
Document.onloadeddata,Property,DOM 4,12
Document.onloadedmetadata,Property,DOM 4,12
Document.onloadstart,Property,DOM 4,12
Document.onload,Property,DOM 4,12
Document.onmousedown,Property,DOM 4,12
Document.onmousemove,Property,DOM 4,12
Document.onmouseout,Property,DOM 4,12
Document.onmouseover,Property,DOM 4,12
Document.onmouseup,Property,DOM 4,12
Document.onmousewheel,Property,DOM 4,12
Document.onmscontentzoom,Property,DOM 4,12
Document.onmsgesturechange,Property,DOM 4,12
Document.onmsgesturedoubletap,Property,DOM 4,12
Document.onmsgestureend,Property,DOM 4,12
Document.onmsgesturehold,Property,DOM 4,12
Document.onmsgesturestart,Property,DOM 4,12
Document.onmsgesturetap,Property,DOM 4,12
Document.onmsinertiastart,Property,DOM 4,12
Document.onmsmanipulationstatechanged,Property,DOM 4,12
Document.onmspointercancel,Property,DOM 4,12
Document.onmspointerdown,Property,DOM 4,12
Document.onmspointerenter,Property,DOM 4,12
Document.onmspointerleave,Property,DOM 4,12
Document.onmspointermove,Property,DOM 4,12
Document.onmspointerout,Property,DOM 4,12
Document.onmspointerover,Property,DOM 4,12
Document.onmspointerup,Property,DOM 4,12
Document.onmssitemodejumplistitemremoved,Property,DOM 4,12
Document.onmsthumbnailclick,Property,DOM 4,12
Document.onpause,Property,DOM 4,12
Document.onplaying,Property,DOM 4,12
Document.onplay,Property,DOM 4,12
Document.onpointerlockchange,Property,DOM 4,12
Document.onpointerlockerror,Property,DOM 4,12
Document.onprogress,Property,DOM 4,12
Document.onratechange,Property,DOM 4,12
Document.onreadystatechange,Property,DOM 4,12
Document.onreset,Property,DOM 4,12
Document.onscroll,Property,DOM 4,12
Document.onseeked,Property,DOM 4,12
Document.onseeking,Property,DOM 4,12
Document.onselectionchange,Property,DOM 4,12
Document.onselectstart,Property,DOM 4,12
Document.onselect,Property,DOM 4,12
Document.onstalled,Property,DOM 4,12
Document.onstop,Property,DOM 4,12
Document.onsubmit,Property,DOM 4,12
Document.onsuspend,Property,DOM 4,12
Document.ontimeupdate,Property,DOM 4,12
Document.ontouchcancel,Property,DOM 4,12
Document.ontouchend,Property,DOM 4,12
Document.ontouchmove,Property,DOM 4,12
Document.ontouchstart,Property,DOM 4,12
Document.onvolumechange,Property,DOM 4,12
Document.onwaiting,Property,DOM 4,12
Document.onwebkitfullscreenchange,Property,DOM 4,12
Document.onwebkitfullscreenerror,Property,DOM 4,12
Document.plugins,Property,DOM 4,12
Document.pointerLockElement,Property,DOM 4,12
Document.readyState,Property,DOM 4,12
Document.referrer,Property,DOM 4,12
Document.rootElement,Property,DOM 4,12
Document.scripts,Property,DOM 4,12
Document.scrollingElement,Property,DOM 4,12
Document.security,Property,DOM 4,12
Document.styleSheets,Property,DOM 4,12
Document.title,Property,DOM 4,12
Document.visibilityState,Property,DOM 4,12
Document.vlinkColor,Property,DOM 4,12
Document.webkitCurrentFullScreenElement,Property,DOM 4,12
Document.webkitFullscreenElement,Property,DOM 4,12
Document.webkitFullscreenEnabled,Property,DOM 4,12
Document.webkitIsFullScreen,Property,DOM 4,12
Document.xmlEncoding,Property,DOM 4,12
Document.xmlStandalone,Property,DOM 4,12
Document.xmlVersion,Property,DOM 4,12
DocumentEvent.createEvent,Method,DOM 4,12
DocumentEvent,Interface,DOM 4,12
DocumentFragment,Interface,DOM 4,12
Document,Interface,DOM 4,12
Element.DOMAttrModified,Event,DOM 4,12
Element.DOMNodeInserted,Event,DOM 4,12
Element.DOMNodeRemoved,Event,DOM 4,12
Element.DOMSubtreeModified,Event,DOM 4,12
Element.MSContentZoom,Event,DOM 4,12
Element.MSGestureChange,Event,DOM 4,12
Element.MSGestureDoubleTap,Event,DOM 4,12
Element.MSGestureEnd,Event,DOM 4,12
Element.MSGestureHold,Event,DOM 4,12
Element.MSGestureStart,Event,DOM 4,12
Element.MSGestureTap,Event,DOM 4,12
Element.MSGotPointerCapture,Event,DOM 4,12
Element.MSHoldVisual,Event,DOM 4,12
Element.MSInertiaStart,Event,DOM 4,12
Element.MSLostPointerCapture,Event,DOM 4,12
Element.MSManipulationStateChanged,Event,DOM 4,12
Element.MSPointerCancel,Event,DOM 4,12
Element.MSPointerDown,Event,DOM 4,12
Element.MSPointerEnter,Event,DOM 4,12
Element.MSPointerHover,Event,DOM 4,12
Element.MSPointerLeave,Event,DOM 4,12
Element.MSPointerMove,Event,DOM 4,12
Element.MSPointerOut,Event,DOM 4,12
Element.MSPointerOver,Event,DOM 4,12
Element.MSPointerUp,Event,DOM 4,12
Element.MSRegionUpdate,Event,DOM 4,12
Element.activate,Event,DOM 4,12
Element.animationend,Event,DOM 4,12
Element.animationiteration,Event,DOM 4,12
Element.animationstart,Event,DOM 4,12
Element.ariarequest,Event,DOM 4,12
Element.beforeactivate,Event,DOM 4,12
Element.beforecopy,Event,DOM 4,12
Element.beforecut,Event,DOM 4,12
Element.beforedeactivate,Event,DOM 4,12
Element.beforepaste,Event,DOM 4,12
Element.blur,Event,DOM 4,12
Element.click,Event,DOM 4,12
Element.command,Event,DOM 4,12
Element.compositionend,Event,DOM 4,12
Element.compositionstart,Event,DOM 4,12
Element.compositionupdate,Event,DOM 4,12
Element.contextmenu,Event,DOM 4,12
Element.copy,Event,DOM 4,12
Element.cut,Event,DOM 4,12
Element.dblclick,Event,DOM 4,12
Element.deactivate,Event,DOM 4,12
Element.dragend,Event,DOM 4,12
Element.dragenter,Event,DOM 4,12
Element.dragleave,Event,DOM 4,12
Element.dragover,Event,DOM 4,12
Element.dragstart,Event,DOM 4,12
Element.drag,Event,DOM 4,12
Element.drop,Event,DOM 4,12
Element.focusin,Event,DOM 4,12
Element.focusout,Event,DOM 4,12
Element.focus,Event,DOM 4,12
Element.gotpointercapture,Event,DOM 4,12
Element.keydown,Event,DOM 4,12
Element.keypress,Event,DOM 4,12
Element.keyup,Event,DOM 4,12
Element.lostpointercapture,Event,DOM 4,12
Element.mousedown,Event,DOM 4,12
Element.mouseenter,Event,DOM 4,12
Element.mouseleave,Event,DOM 4,12
Element.mousemove,Event,DOM 4,12
Element.mouseout,Event,DOM 4,12
Element.mouseover,Event,DOM 4,12
Element.mouseup,Event,DOM 4,12
Element.mousewheel,Event,DOM 4,12
Element.msbeforeeditfocus,Event,DOM 4,12
Element.mscontrolresizeend,Event,DOM 4,12
Element.mscontrolresizestart,Event,DOM 4,12
Element.mscontrolselect,Event,DOM 4,12
Element.mselementresize,Event,DOM 4,12
Element.overflowchanged,Event,DOM 4,12
Element.paste,Event,DOM 4,12
Element.pointercancel,Event,DOM 4,12
Element.pointerdown,Event,DOM 4,12
Element.pointerenter,Event,DOM 4,12
Element.pointerleave,Event,DOM 4,12
Element.pointermove,Event,DOM 4,12
Element.pointerout,Event,DOM 4,12
Element.pointerover,Event,DOM 4,12
Element.pointerup,Event,DOM 4,12
Element.scroll,Event,DOM 4,12
Element.selectstart,Event,DOM 4,12
Element.select,Event,DOM 4,12
Element.textInput,Event,DOM 4,12
Element.touchcancel,Event,DOM 4,12
Element.touchend,Event,DOM 4,12
Element.touchmove,Event,DOM 4,12
Element.touchstart,Event,DOM 4,12
Element.transitionend,Event,DOM 4,12
Element.transitionstart,Event,DOM 4,12
Element.wheel,Event,DOM 4,12
Element.getAttributeNS,Method,DOM 4,12
Element.getAttributeNodeNS,Method,DOM 4,12
Element.getAttributeNode,Method,DOM 4,12
Element.getAttribute,Method,DOM 4,12
Element.getBoundingClientRect,Method,DOM 4,12
Element.getClientRects,Method,DOM 4,12
Element.getElementsByTagNameNS,Method,DOM 4,12
Element.getElementsByTagName,Method,DOM 4,12
Element.hasAttributeNS,Method,DOM 4,12
Element.hasAttribute,Method,DOM 4,12
Element.msGetRegionContent,Method,DOM 4,12
Element.msGetUntransformedBounds,Method,DOM 4,12
Element.msMatchesSelector,Method,DOM 4,12
Element.msReleasePointerCapture,Method,DOM 4,12
Element.msSetPointerCapture,Method,DOM 4,12
Element.msZoomTo,Method,DOM 4,12
Element.releasePointerCapture,Method,DOM 4,12
Element.removeAttributeNS,Method,DOM 4,12
Element.removeAttributeNode,Method,DOM 4,12
Element.removeAttribute,Method,DOM 4,12
Element.requestFullscreen,Method,DOM 4,12
Element.requestPointerLock,Method,DOM 4,12
Element.setAttributeNS,Method,DOM 4,12
Element.setAttributeNodeNS,Method,DOM 4,12
Element.setAttributeNode,Method,DOM 4,12
Element.setAttribute,Method,DOM 4,12
Element.setPointerCapture,Method,DOM 4,12
Element.webkitMatchesSelector,Method,DOM 4,12
Element.webkitRequestFullScreen,Method,DOM 4,12
Element.webkitRequestFullscreen,Method,DOM 4,12
Element.classList,Property,DOM 4,12
Element.clientHeight,Property,DOM 4,12
Element.clientLeft,Property,DOM 4,12
Element.clientTop,Property,DOM 4,12
Element.clientWidth,Property,DOM 4,12
Element.id,Property,DOM 4,12
Element.msContentZoomFactor,Property,DOM 4,12
Element.msRegionOverflow,Property,DOM 4,12
Element.onariarequest,Property,DOM 4,12
Element.oncommand,Property,DOM 4,12
Element.ongotpointercapture,Property,DOM 4,12
Element.onlostpointercapture,Property,DOM 4,12
Element.onmsgesturechange,Property,DOM 4,12
Element.onmsgesturedoubletap,Property,DOM 4,12
Element.onmsgestureend,Property,DOM 4,12
Element.onmsgesturehold,Property,DOM 4,12
Element.onmsgesturestart,Property,DOM 4,12
Element.onmsgesturetap,Property,DOM 4,12
Element.onmsgotpointercapture,Property,DOM 4,12
Element.onmsinertiastart,Property,DOM 4,12
Element.onmslostpointercapture,Property,DOM 4,12
Element.onmspointercancel,Property,DOM 4,12
Element.onmspointerdown,Property,DOM 4,12
Element.onmspointerenter,Property,DOM 4,12
Element.onmspointerleave,Property,DOM 4,12
Element.onmspointermove,Property,DOM 4,12
Element.onmspointerout,Property,DOM 4,12
Element.onmspointerover,Property,DOM 4,12
Element.onmspointerup,Property,DOM 4,12
Element.ontouchcancel,Property,DOM 4,12
Element.ontouchend,Property,DOM 4,12
Element.ontouchmove,Property,DOM 4,12
Element.ontouchstart,Property,DOM 4,12
Element.onwebkitfullscreenchange,Property,DOM 4,12
Element.onwebkitfullscreenerror,Property,DOM 4,12
Element.scrollHeight,Property,DOM 4,12
Element.scrollLeft,Property,DOM 4,12
Element.scrollTop,Property,DOM 4,12
Element.scrollWidth,Property,DOM 4,12
Element.tagName,Property,DOM 4,12
ElementTraversal.childElementCount,Property,DOM 4,12
ElementTraversal.firstElementChild,Property,DOM 4,12
ElementTraversal.lastElementChild,Property,DOM 4,12
ElementTraversal.nextElementSibling,Property,DOM 4,12
ElementTraversal.previousElementSibling,Property,DOM 4,12
ElementTraversal,Interface,DOM 4,12
Element,Interface,DOM 4,12
Event.initEvent,Method,DOM 4,12
Event.preventDefault,Method,DOM 4,12
Event.stopImmediatePropagation,Method,DOM 4,12
Event.stopPropagation,Method,DOM 4,12
Event.bubbles,Property,DOM 4,12
Event.cancelBubble,Property,DOM 4,12
Event.cancelable,Property,DOM 4,12
Event.currentTarget,Property,DOM 4,12
Event.defaultPrevented,Property,DOM 4,12
Event.eventPhase,Property,DOM 4,12
Event.isTrusted,Property,DOM 4,12
Event.returnValue,Property,DOM 4,12
Event.srcElement,Property,DOM 4,12
Event.target,Property,DOM 4,12
Event.timeStamp,Property,DOM 4,12
Event.type,Property,DOM 4,12
EventTarget.addEventListener,Method,DOM 4,12
EventTarget.dispatchEvent,Method,DOM 4,12
EventTarget.removeEventListener,Method,DOM 4,12
EventTarget,Interface,DOM 4,12
Event,Interface,DOM 4,12
MutationObserver.disconnect,Method,DOM 4,12
MutationObserver.observe,Method,DOM 4,12
MutationObserver.takeRecords,Method,DOM 4,12
MutationObserver,Interface,DOM 4,12
MutationRecord.addedNodes,Property,DOM 4,12
MutationRecord.attributeNamespace,Property,DOM 4,12
MutationRecord.attributeName,Property,DOM 4,12
MutationRecord.nextSibling,Property,DOM 4,12
MutationRecord.oldValue,Property,DOM 4,12
MutationRecord.previousSibling,Property,DOM 4,12
MutationRecord.removedNodes,Property,DOM 4,12
MutationRecord.target,Property,DOM 4,12
MutationRecord.type,Property,DOM 4,12
MutationRecord,Interface,DOM 4,12
Node.appendChild,Method,DOM 4,12
Node.cloneNode,Method,DOM 4,12
Node.compareDocumentPosition,Method,DOM 4,12
Node.contains,Method,DOM 4,12
Node.hasAttributes,Method,DOM 4,12
Node.hasChildNodes,Method,DOM 4,12
Node.insertBefore,Method,DOM 4,12
Node.isDefaultNamespace,Method,DOM 4,12
Node.isEqualNode,Method,DOM 4,12
Node.isSameNode,Method,DOM 4,12
Node.lookupNamespaceURI,Method,DOM 4,12
Node.lookupPrefix,Method,DOM 4,12
Node.normalize,Method,DOM 4,12
Node.removeChild,Method,DOM 4,12
Node.replaceChild,Method,DOM 4,12
Node.attributes,Property,DOM 4,12
Node.baseURI,Property,DOM 4,12
Node.childNodes,Property,DOM 4,12
Node.firstChild,Property,DOM 4,12
Node.lastChild,Property,DOM 4,12
Node.localName,Property,DOM 4,12
Node.namespaceURI,Property,DOM 4,12
Node.nextSibling,Property,DOM 4,12
Node.nodeName,Property,DOM 4,12
Node.nodeType,Property,DOM 4,12
Node.nodeValue,Property,DOM 4,12
Node.ownerDocument,Property,DOM 4,12
Node.parentElement,Property,DOM 4,12
Node.parentNode,Property,DOM 4,12
Node.prefix,Property,DOM 4,12
Node.previousSibling,Property,DOM 4,12
Node.textContent,Property,DOM 4,12
NodeFilter.acceptNode,Method,DOM 4,12
NodeFilter,Interface,DOM 4,12
NodeIterator.detach,Method,DOM 4,12
NodeIterator.nextNode,Method,DOM 4,12
NodeIterator.previousNode,Method,DOM 4,12
NodeIterator.expandEntityReferences,Property,DOM 4,12
NodeIterator.filter,Property,DOM 4,12
NodeIterator.root,Property,DOM 4,12
NodeIterator.whatToShow,Property,DOM 4,12
NodeIterator,Interface,DOM 4,12
NodeList.item,Method,DOM 4,12
NodeList.length,Property,DOM 4,12
NodeList,Interface,DOM 4,12
Node,Interface,DOM 4,12
ProcessingInstruction.DOMCharacterDataModified,Event,DOM 4,12
ProcessingInstruction.target,Property,DOM 4,12
ProcessingInstruction,Interface,DOM 4,12
Range.cloneContents,Method,DOM 4,12
Range.cloneRange,Method,DOM 4,12
Range.collapse,Method,DOM 4,12
Range.compareBoundaryPoints,Method,DOM 4,12
Range.createContextualFragment,Method,DOM 4,12
Range.deleteContents,Method,DOM 4,12
Range.detach,Method,DOM 4,12
